epoch,train loss,train accuracy,test loss,test accuracy
0, 0.4760153313226338,47.848101265822784,0.4575437929481268,53.0
0, 0.4692484726634207,47.08860759493671,0.4523604875802994,53.0
0, 0.45753224661833125,50.88607594936709,0.462459055185318,53.0
0, 0.4591798860815507,50.88607594936709,0.45261344194412234,56.0
0, 0.44081206434889686,55.69620253164557,0.42816785782575606,60.0
0, 0.43151227716780916,56.20253164556962,0.4419237640500069,53.0
0, 0.4310023300632646,54.177215189873415,0.42362225957214833,56.0
0, 0.4088308575787122,60.75949367088607,0.38170034132897857,54.0
0, 0.3765696103059793,63.037974683544306,0.3884980055689812,60.0
0, 0.37254897582380075,63.54430379746835,0.35503790773451327,68.0
0, 0.33089517298378524,66.07594936708861,0.35210042841732503,67.0
0, 0.29443158621463594,74.17721518987342,0.3080033450201154,73.0
0, 0.29347565502069795,74.17721518987342,0.3352319916337729,71.0
0, 0.2813421387602634,73.92405063291139,0.32113630514591934,71.0
0, 0.23415735781758645,79.49367088607595,0.2623574138619006,73.0
0, 0.22481112817473284,81.51898734177215,0.20415765868499874,88.0
0, 0.20603012818182947,81.26582278481013,0.26213468311354515,74.0
0, 0.17645953459358668,85.56962025316456,0.243372304411605,76.0
0, 0.19202448468098324,82.27848101265823,0.2740440849773586,75.0
0, 0.19173438319055175,84.30379746835443,0.2102296590595506,83.0
0, 0.17917966192891774,84.30379746835443,0.18323206127155572,89.0
0, 0.1478614810306013,88.35443037974683,0.26380341883035724,78.0
0, 0.1719934417135259,86.32911392405063,0.14490669300779702,91.0
0, 0.1366606925993633,88.35443037974683,0.15335199367487803,89.0
0, 0.12511067279968913,89.36708860759494,0.1405517678882461,88.0
